2026-09-02;12A;KAKAÓ;1;450
2026-09-02;12A;MÜZLISZELET;1;360
2026-09-02;12B;CSOKI;1;420
2026-09-02;12B;KAKAÓ;1;450
2026-09-02;12B;SZENDVICS;1;850
2026-09-02;12C;JOGHURT;1;480
2026-09-02;12C;KAKAÓ;1;450
2026-09-02;9A;KAKAÓ;1;450
2026-09-02;9B;ALMALÉ;1;500
2026-09-02;9B;CSOKI;1;420
2026-09-02;9B;CSOKI;2;420
2026-09-02;9B;KAKAÓ;1;450
2026-09-02;9B;MÜZLISZELET;1;360
2026-09-02;9B;SZENDVICS;1;850
2026-09-02;9B;SZENDVICS;2;850
2026-09-02;9C;JOGHURT;1;480
2026-09-02;9C;KAKAÓ;2;450
2026-09-02;9C;TEA;1;400
2026-09-03;10A;SZENDVICS;1;850
2026-09-03;10B;ALMALÉ;1;500
2026-09-03;10B;JOGHURT;1;480
2026-09-03;10B;KAKAÓ;2;450
2026-09-03;10B;PÉKSÜTEMÉNY;2;390
2026-09-03;10B;PÉKSÜTEMÉNY;1;390
2026-09-03;10B;SZENDVICS;2;850
2026-09-03;10C;JOGHURT;2;480
2026-09-03;10C;ÁSVÁNYVÍZ;2;350
2026-09-03;11A;CSOKI;1;420
2026-09-03;11A;TEA;1;400
2026-09-03;11A;TEA;2;400
2026-09-03;11A;TEA;1;400
2026-09-03;11A;ÁSVÁNYVÍZ;2;350
2026-09-03;11B;PÉKSÜTEMÉNY;2;390
2026-09-03;11B;PÉKSÜTEMÉNY;1;390
2026-09-03;11B;PÉKSÜTEMÉNY;1;390
2026-09-03;11B;TEA;1;400
2026-09-03;11B;TEA;1;400
2026-09-03;11C;KAKAÓ;2;450
2026-09-03;11C;PÉKSÜTEMÉNY;1;390
2026-09-03;12A;ÁSVÁNYVÍZ;1;350
2026-09-03;12A;ÁSVÁNYVÍZ;2;350
2026-09-03;12A;ÁSVÁNYVÍZ;2;350
2026-09-03;12B;ALMALÉ;1;500
2026-09-03;12B;MÜZLISZELET;4;360
2026-09-03;12C;CSOKI;1;420
2026-09-03;12C;JOGHURT;3;480
2026-09-03;12C;KAKAÓ;1;450
2026-09-03;9A;SZENDVICS;2;850
2026-09-03;9B;KAKAÓ;2;450
2026-09-03;9B;PÉKSÜTEMÉNY;2;390
2026-09-03;9B;PÉKSÜTEMÉNY;2;390
2026-09-04;10A;PÉKSÜTEMÉNY;1;390
2026-09-04;10A;SZENDVICS;1;850
2026-09-04;10A;SZENDVICS;1;850
2026-09-04;10A;SZENDVICS;2;850
2026-09-04;10B;ALMALÉ;2;500
2026-09-04;10C;SZENDVICS;4;850
2026-09-04;11A;KAKAÓ;4;450
2026-09-04;11A;SZENDVICS;2;850
2026-09-04;11A;SZENDVICS;1;850
2026-09-04;11B;ALMALÉ;1;500
2026-09-04;11B;MÜZLISZELET;1;360
2026-09-04;11B;SZENDVICS;1;850
2026-09-04;11B;ÁSVÁNYVÍZ;1;350
2026-09-04;11B;ÁSVÁNYVÍZ;1;350
2026-09-04;11C;PÉKSÜTEMÉNY;2;390
2026-09-04;11C;SZENDVICS;1;850
2026-09-04;12A;CSOKI;1;420
2026-09-04;12A;PÉKSÜTEMÉNY;1;390
2026-09-04;12B;PÉKSÜTEMÉNY;1;390
2026-09-04;12B;SZENDVICS;1;850
2026-09-04;12C;ALMALÉ;2;500
2026-09-04;12C;CSOKI;2;420
2026-09-04;12C;PÉKSÜTEMÉNY;2;390
2026-09-04;12C;TEA;2;400
2026-09-04;12C;ÁSVÁNYVÍZ;1;350
2026-09-04;9A;CSOKI;1;420
2026-09-04;9A;PÉKSÜTEMÉNY;1;390
2026-09-04;9A;PÉKSÜTEMÉNY;1;390
2026-09-04;9A;PÉKSÜTEMÉNY;1;390
2026-09-04;9A;TEA;1;400
2026-09-04;9B;ALMALÉ;1;500
2026-09-04;9B;ALMALÉ;1;500
2026-09-04;9B;PÉKSÜTEMÉNY;1;390
2026-09-04;9B;SZENDVICS;2;850
2026-09-04;9C;MÜZLISZELET;1;360
2026-09-07;10A;MÜZLISZELET;1;360
2026-09-07;10A;ÁSVÁNYVÍZ;2;350
2026-09-07;10B;ÁSVÁNYVÍZ;3;350
2026-09-07;10C;JOGHURT;2;480
2026-09-07;10C;SZENDVICS;2;850
2026-09-07;11A;ALMALÉ;1;500
2026-09-07;11A;CSOKI;1;420
2026-09-07;11A;JOGHURT;3;480
2026-09-07;11A;PÉKSÜTEMÉNY;2;390
2026-09-07;11A;SZENDVICS;1;850
2026-09-07;11A;TEA;2;400
2026-09-07;11B;ALMALÉ;1;500
2026-09-07;11B;MÜZLISZELET;1;360
2026-09-07;11B;SZENDVICS;1;850
2026-09-07;11B;SZENDVICS;2;850
2026-09-07;11B;ÁSVÁNYVÍZ;1;350
2026-09-07;11C;CSOKI;1;420
2026-09-07;11C;SZENDVICS;1;850
2026-09-07;11C;ÁSVÁNYVÍZ;1;350
2026-09-07;12A;ALMALÉ;3;500
2026-09-07;12A;CSOKI;1;420
2026-09-07;12A;CSOKI;1;420
2026-09-07;12A;ÁSVÁNYVÍZ;2;350
2026-09-07;12B;JOGHURT;1;480
2026-09-07;12B;KAKAÓ;1;450
2026-09-07;12B;MÜZLISZELET;1;360
2026-09-07;12B;PÉKSÜTEMÉNY;1;390
2026-09-07;12B;SZENDVICS;2;850
2026-09-07;12B;ÁSVÁNYVÍZ;1;350
2026-09-07;12C;PÉKSÜTEMÉNY;1;390
2026-09-07;12C;SZENDVICS;1;850
2026-09-07;12C;SZENDVICS;1;850
2026-09-07;12C;SZENDVICS;1;850
2026-09-07;12C;TEA;1;400
2026-09-07;12C;ÁSVÁNYVÍZ;1;350
2026-09-07;9A;MÜZLISZELET;3;360
2026-09-07;9A;SZENDVICS;2;850
2026-09-07;9A;ÁSVÁNYVÍZ;4;350
2026-09-07;9B;SZENDVICS;1;850
2026-09-07;9B;SZENDVICS;1;850
2026-09-07;9B;SZENDVICS;1;850
2026-09-07;9B;ÁSVÁNYVÍZ;1;350
2026-09-07;9C;ALMALÉ;2;500
2026-09-07;9C;MÜZLISZELET;2;360
2026-09-08;10A;SZENDVICS;1;850
2026-09-08;10B;JOGHURT;3;480
2026-09-08;10C;MÜZLISZELET;2;360
2026-09-08;10C;PÉKSÜTEMÉNY;1;390
2026-09-08;10C;SZENDVICS;1;850
2026-09-08;11A;CSOKI;2;420
2026-09-08;11A;TEA;1;400
2026-09-08;11B;KAKAÓ;4;450
2026-09-08;11B;TEA;1;400
2026-09-08;11C;KAKAÓ;1;450
2026-09-08;11C;MÜZLISZELET;3;360
2026-09-08;11C;SZENDVICS;1;850
2026-09-08;11C;SZENDVICS;1;850
2026-09-08;12A;ALMALÉ;1;500
2026-09-08;12B;CSOKI;1;420
2026-09-08;12B;ÁSVÁNYVÍZ;1;350
2026-09-08;12C;KAKAÓ;1;450
2026-09-08;12C;PÉKSÜTEMÉNY;2;390
2026-09-08;9A;MÜZLISZELET;1;360
2026-09-08;9A;PÉKSÜTEMÉNY;2;390
2026-09-08;9B;ALMALÉ;2;500
2026-09-08;9B;CSOKI;1;420
2026-09-08;9B;TEA;1;400
2026-09-08;9C;CSOKI;1;420
2026-09-08;9C;SZENDVICS;1;850
2026-09-09;10B;PÉKSÜTEMÉNY;2;390
2026-09-09;10B;SZENDVICS;1;850
2026-09-09;10C;CSOKI;1;420
2026-09-09;10C;CSOKI;1;420
2026-09-09;10C;CSOKI;3;420
2026-09-09;10C;KAKAÓ;3;450
2026-09-09;10C;MÜZLISZELET;1;360
2026-09-09;10C;PÉKSÜTEMÉNY;1;390
2026-09-09;10C;SZENDVICS;1;850
2026-09-09;10C;SZENDVICS;1;850
2026-09-09;11A;TEA;1;400
2026-09-09;11A;TEA;1;400
2026-09-09;11B;SZENDVICS;3;850
2026-09-09;11B;SZENDVICS;2;850
2026-09-09;11B;ÁSVÁNYVÍZ;1;350
2026-09-09;11C;TEA;1;400
2026-09-09;12A;ÁSVÁNYVÍZ;1;350
2026-09-09;12A;ÁSVÁNYVÍZ;2;350
2026-09-09;12C;KAKAÓ;1;450
2026-09-09;12C;SZENDVICS;4;850
2026-09-09;12C;SZENDVICS;1;850
2026-09-09;12C;ÁSVÁNYVÍZ;4;350
2026-09-09;9A;SZENDVICS;1;850
2026-09-09;9B;JOGHURT;1;480
2026-09-09;9B;PÉKSÜTEMÉNY;1;390
2026-09-09;9C;CSOKI;2;420
2026-09-09;9C;PÉKSÜTEMÉNY;1;390
2026-09-09;9C;TEA;1;400
2026-09-10;10A;SZENDVICS;2;850
2026-09-10;10A;ÁSVÁNYVÍZ;1;350
2026-09-10;10B;CSOKI;2;420
2026-09-10;10B;JOGHURT;1;480
2026-09-10;10B;MÜZLISZELET;2;360
2026-09-10;10B;ÁSVÁNYVÍZ;1;350
2026-09-10;11A;CSOKI;2;420
2026-09-10;11A;ÁSVÁNYVÍZ;2;350
2026-09-10;11B;ALMALÉ;1;500
2026-09-10;11B;ALMALÉ;3;500
2026-09-10;11B;CSOKI;1;420
2026-09-10;11B;JOGHURT;3;480
2026-09-10;11B;KAKAÓ;1;450
2026-09-10;11C;CSOKI;1;420
2026-09-10;11C;KAKAÓ;2;450
2026-09-10;11C;SZENDVICS;2;850
2026-09-10;11C;ÁSVÁNYVÍZ;1;350
2026-09-10;12A;ALMALÉ;1;500
2026-09-10;12A;ALMALÉ;2;500
2026-09-10;12A;ÁSVÁNYVÍZ;2;350
2026-09-10;12B;CSOKI;1;420
2026-09-10;12B;PÉKSÜTEMÉNY;2;390
2026-09-10;12B;SZENDVICS;2;850
2026-09-10;12B;ÁSVÁNYVÍZ;2;350
2026-09-10;12C;ALMALÉ;1;500
2026-09-10;12C;CSOKI;1;420
2026-09-10;12C;SZENDVICS;1;850
2026-09-10;12C;ÁSVÁNYVÍZ;1;350
2026-09-10;12C;ÁSVÁNYVÍZ;1;350
2026-09-10;9A;PÉKSÜTEMÉNY;3;390
2026-09-10;9A;TEA;1;400
2026-09-10;9B;JOGHURT;1;480
2026-09-10;9B;KAKAÓ;1;450
2026-09-10;9B;KAKAÓ;1;450
2026-09-10;9C;ALMALÉ;1;500
2026-09-10;9C;MÜZLISZELET;2;360
2026-09-10;9C;PÉKSÜTEMÉNY;2;390
2026-09-10;9C;SZENDVICS;1;850
2026-09-10;9C;TEA;1;400
2026-09-11;10A;CSOKI;1;420
2026-09-11;10A;MÜZLISZELET;2;360
2026-09-11;10A;PÉKSÜTEMÉNY;1;390
2026-09-11;10A;ÁSVÁNYVÍZ;1;350
2026-09-11;10A;ÁSVÁNYVÍZ;1;350
2026-09-11;10B;ÁSVÁNYVÍZ;2;350
2026-09-11;10C;CSOKI;1;420
2026-09-11;10C;PÉKSÜTEMÉNY;1;390
2026-09-11;10C;TEA;1;400
2026-09-11;10C;ÁSVÁNYVÍZ;2;350
2026-09-11;11A;PÉKSÜTEMÉNY;4;390
2026-09-11;11A;SZENDVICS;1;850
2026-09-11;11A;SZENDVICS;2;850
2026-09-11;11A;ÁSVÁNYVÍZ;1;350
2026-09-11;11B;PÉKSÜTEMÉNY;1;390
2026-09-11;11B;SZENDVICS;1;850
2026-09-11;11C;PÉKSÜTEMÉNY;1;390
2026-09-11;11C;PÉKSÜTEMÉNY;1;390
2026-09-11;11C;ÁSVÁNYVÍZ;1;350
2026-09-11;11C;ÁSVÁNYVÍZ;1;350
2026-09-11;12A;CSOKI;1;420
2026-09-11;12B;KAKAÓ;1;450
2026-09-11;12B;PÉKSÜTEMÉNY;1;390
2026-09-11;12C;JOGHURT;2;480
2026-09-11;12C;MÜZLISZELET;1;360
2026-09-11;9A;CSOKI;1;420
2026-09-11;9A;SZENDVICS;2;850
2026-09-11;9A;ÁSVÁNYVÍZ;1;350
2026-09-11;9A;ÁSVÁNYVÍZ;2;350
2026-09-11;9A;ÁSVÁNYVÍZ;1;350
2026-09-11;9B;ALMALÉ;1;500
2026-09-11;9B;CSOKI;1;420
2026-09-11;9C;ALMALÉ;4;500
2026-09-11;9C;KAKAÓ;2;450
2026-09-11;9C;MÜZLISZELET;1;360
2026-09-11;9C;PÉKSÜTEMÉNY;1;390
2026-09-11;9C;ÁSVÁNYVÍZ;1;350
2026-09-14;10A;MÜZLISZELET;1;360
2026-09-14;10A;MÜZLISZELET;4;360
2026-09-14;10A;SZENDVICS;1;850
2026-09-14;10A;SZENDVICS;1;850
2026-09-14;10A;ÁSVÁNYVÍZ;2;350
2026-09-14;10B;PÉKSÜTEMÉNY;2;390
2026-09-14;10B;PÉKSÜTEMÉNY;2;390
2026-09-14;10B;SZENDVICS;1;850
2026-09-14;10C;CSOKI;1;420
2026-09-14;10C;KAKAÓ;1;450
2026-09-14;10C;SZENDVICS;1;850
2026-09-14;11A;CSOKI;2;420
2026-09-14;11A;KAKAÓ;1;450
2026-09-14;11A;PÉKSÜTEMÉNY;1;390
2026-09-14;11A;SZENDVICS;1;850
2026-09-14;11A;SZENDVICS;1;850
2026-09-14;11A;SZENDVICS;1;850
2026-09-14;11B;KAKAÓ;1;450
2026-09-14;11B;PÉKSÜTEMÉNY;1;390
2026-09-14;11B;PÉKSÜTEMÉNY;1;390
2026-09-14;11B;TEA;1;400
2026-09-14;11B;ÁSVÁNYVÍZ;2;350
2026-09-14;11B;ÁSVÁNYVÍZ;1;350
2026-09-14;11C;SZENDVICS;1;850
2026-09-14;12A;ALMALÉ;2;500
2026-09-14;12A;ALMALÉ;2;500
2026-09-14;12A;MÜZLISZELET;2;360
2026-09-14;12A;PÉKSÜTEMÉNY;1;390
2026-09-14;12A;SZENDVICS;1;850
2026-09-14;12A;SZENDVICS;2;850
2026-09-14;12B;ALMALÉ;1;500
2026-09-14;12B;ALMALÉ;1;500
2026-09-14;12B;CSOKI;1;420
2026-09-14;12B;KAKAÓ;1;450
2026-09-14;12C;CSOKI;1;420
2026-09-14;12C;JOGHURT;2;480
2026-09-14;12C;PÉKSÜTEMÉNY;1;390
2026-09-14;12C;SZENDVICS;3;850
2026-09-14;12C;SZENDVICS;1;850
2026-09-14;12C;SZENDVICS;2;850
2026-09-14;12C;ÁSVÁNYVÍZ;3;350
2026-09-14;12C;ÁSVÁNYVÍZ;1;350
2026-09-14;9A;ÁSVÁNYVÍZ;1;350
2026-09-14;9B;MÜZLISZELET;1;360
2026-09-14;9B;PÉKSÜTEMÉNY;1;390
2026-09-14;9B;SZENDVICS;4;850
2026-09-14;9B;TEA;1;400
2026-09-14;9C;PÉKSÜTEMÉNY;1;390
2026-09-15;10A;KAKAÓ;2;450
2026-09-15;10A;MÜZLISZELET;2;360
2026-09-15;10A;PÉKSÜTEMÉNY;2;390
2026-09-15;10A;SZENDVICS;1;850
2026-09-15;10B;ALMALÉ;1;500
2026-09-15;10B;MÜZLISZELET;1;360
2026-09-15;10B;PÉKSÜTEMÉNY;3;390
2026-09-15;10B;PÉKSÜTEMÉNY;1;390
2026-09-15;10B;PÉKSÜTEMÉNY;1;390
2026-09-15;10C;CSOKI;1;420
2026-09-15;11A;CSOKI;1;420
2026-09-15;11A;SZENDVICS;3;850
2026-09-15;11A;SZENDVICS;1;850
2026-09-15;11A;ÁSVÁNYVÍZ;1;350
2026-09-15;11B;KAKAÓ;2;450
2026-09-15;11B;SZENDVICS;3;850
2026-09-15;11B;SZENDVICS;2;850
2026-09-15;11C;ALMALÉ;1;500
2026-09-15;11C;KAKAÓ;2;450
2026-09-15;11C;SZENDVICS;1;850
2026-09-15;11C;TEA;1;400
2026-09-15;12A;KAKAÓ;1;450
2026-09-15;12A;MÜZLISZELET;3;360
2026-09-15;12A;SZENDVICS;2;850
2026-09-15;12A;SZENDVICS;1;850
2026-09-15;12A;SZENDVICS;1;850
2026-09-15;12B;PÉKSÜTEMÉNY;1;390
2026-09-15;12B;PÉKSÜTEMÉNY;2;390
2026-09-15;12B;SZENDVICS;1;850
2026-09-15;12B;ÁSVÁNYVÍZ;1;350
2026-09-15;12C;KAKAÓ;1;450
2026-09-15;12C;SZENDVICS;3;850
2026-09-15;12C;ÁSVÁNYVÍZ;1;350
2026-09-15;9A;CSOKI;2;420
2026-09-15;9B;MÜZLISZELET;1;360
2026-09-15;9B;SZENDVICS;1;850
2026-09-15;9C;CSOKI;2;420
2026-09-15;9C;KAKAÓ;1;450
2026-09-15;9C;PÉKSÜTEMÉNY;1;390
2026-09-15;9C;PÉKSÜTEMÉNY;1;390
2026-09-15;9C;ÁSVÁNYVÍZ;1;350
2026-09-16;10A;ALMALÉ;1;500
2026-09-16;10A;CSOKI;1;420
2026-09-16;10B;PÉKSÜTEMÉNY;2;390
2026-09-16;10B;SZENDVICS;2;850
2026-09-16;10B;SZENDVICS;2;850
2026-09-16;10C;KAKAÓ;1;450
2026-09-16;11A;JOGHURT;2;480
2026-09-16;11A;KAKAÓ;2;450
2026-09-16;11A;KAKAÓ;1;450
2026-09-16;11A;MÜZLISZELET;1;360
2026-09-16;11A;ÁSVÁNYVÍZ;1;350
2026-09-16;11B;MÜZLISZELET;1;360
2026-09-16;11C;ALMALÉ;1;500
2026-09-16;11C;TEA;2;400
2026-09-16;11C;ÁSVÁNYVÍZ;1;350
2026-09-16;11C;ÁSVÁNYVÍZ;1;350
2026-09-16;12A;SZENDVICS;1;850
2026-09-16;12A;SZENDVICS;3;850
2026-09-16;12A;SZENDVICS;2;850
2026-09-16;12B;JOGHURT;1;480
2026-09-16;12B;MÜZLISZELET;1;360
2026-09-16;12C;CSOKI;1;420
2026-09-16;12C;ÁSVÁNYVÍZ;3;350
2026-09-16;12C;ÁSVÁNYVÍZ;1;350
2026-09-16;9A;JOGHURT;1;480
2026-09-16;9A;KAKAÓ;1;450
2026-09-16;9A;TEA;1;400
2026-09-16;9B;ALMALÉ;2;500
2026-09-16;9B;CSOKI;1;420
2026-09-16;9B;KAKAÓ;1;450
2026-09-16;9B;MÜZLISZELET;1;360
2026-09-16;9B;TEA;1;400
2026-09-16;9C;ALMALÉ;1;500
2026-09-16;9C;CSOKI;3;420
2026-09-16;9C;KAKAÓ;1;450
2026-09-16;9C;ÁSVÁNYVÍZ;1;350
2026-09-17;10A;ALMALÉ;2;500
2026-09-17;10A;SZENDVICS;1;850
2026-09-17;10A;ÁSVÁNYVÍZ;2;350
2026-09-17;10B;JOGHURT;2;480
2026-09-17;10B;TEA;1;400
2026-09-17;10B;ÁSVÁNYVÍZ;3;350
2026-09-17;10C;CSOKI;1;420
2026-09-17;10C;KAKAÓ;1;450
2026-09-17;10C;MÜZLISZELET;1;360
2026-09-17;10C;PÉKSÜTEMÉNY;1;390
2026-09-17;10C;ÁSVÁNYVÍZ;1;350
2026-09-17;11A;MÜZLISZELET;1;360
2026-09-17;11A;MÜZLISZELET;2;360
2026-09-17;11A;PÉKSÜTEMÉNY;3;390
2026-09-17;11A;SZENDVICS;1;850
2026-09-17;11A;TEA;1;400
2026-09-17;11B;ALMALÉ;1;500
2026-09-17;11B;PÉKSÜTEMÉNY;3;390
2026-09-17;11B;ÁSVÁNYVÍZ;1;350
2026-09-17;11C;SZENDVICS;2;850
2026-09-17;11C;TEA;1;400
2026-09-17;11C;TEA;1;400
2026-09-17;11C;TEA;1;400
2026-09-17;11C;ÁSVÁNYVÍZ;1;350
2026-09-17;11C;ÁSVÁNYVÍZ;2;350
2026-09-17;12A;SZENDVICS;1;850
2026-09-17;12A;ÁSVÁNYVÍZ;1;350
2026-09-17;12B;SZENDVICS;2;850
2026-09-17;12B;TEA;1;400
2026-09-17;12C;PÉKSÜTEMÉNY;1;390
2026-09-17;12C;SZENDVICS;1;850
2026-09-17;12C;SZENDVICS;1;850
2026-09-17;12C;ÁSVÁNYVÍZ;4;350
2026-09-17;9A;SZENDVICS;1;850
2026-09-17;9B;CSOKI;2;420
2026-09-17;9B;KAKAÓ;1;450
2026-09-17;9B;KAKAÓ;1;450
2026-09-17;9B;KAKAÓ;1;450
2026-09-17;9B;PÉKSÜTEMÉNY;1;390
2026-09-17;9B;SZENDVICS;1;850
2026-09-18;10A;JOGHURT;2;480
2026-09-18;10A;KAKAÓ;1;450
2026-09-18;10A;ÁSVÁNYVÍZ;2;350
2026-09-18;10B;CSOKI;2;420
2026-09-18;10B;PÉKSÜTEMÉNY;1;390
2026-09-18;10C;CSOKI;1;420
2026-09-18;10C;PÉKSÜTEMÉNY;1;390
2026-09-18;10C;PÉKSÜTEMÉNY;1;390
2026-09-18;11A;CSOKI;1;420
2026-09-18;11A;JOGHURT;1;480
2026-09-18;11A;TEA;1;400
2026-09-18;11B;CSOKI;1;420
2026-09-18;11B;MÜZLISZELET;3;360
2026-09-18;11B;SZENDVICS;1;850
2026-09-18;11B;ÁSVÁNYVÍZ;3;350
2026-09-18;11C;KAKAÓ;1;450
2026-09-18;11C;PÉKSÜTEMÉNY;1;390
2026-09-18;11C;ÁSVÁNYVÍZ;1;350
2026-09-18;11C;ÁSVÁNYVÍZ;3;350
2026-09-18;12A;ALMALÉ;1;500
2026-09-18;12A;CSOKI;1;420
2026-09-18;12A;CSOKI;1;420
2026-09-18;12A;KAKAÓ;1;450
2026-09-18;12A;PÉKSÜTEMÉNY;3;390
2026-09-18;12B;ALMALÉ;1;500
2026-09-18;12B;MÜZLISZELET;2;360
2026-09-18;12B;PÉKSÜTEMÉNY;2;390
2026-09-18;12B;PÉKSÜTEMÉNY;1;390
2026-09-18;12B;TEA;1;400
2026-09-18;12B;ÁSVÁNYVÍZ;2;350
2026-09-18;12C;MÜZLISZELET;1;360
2026-09-18;12C;TEA;2;400
2026-09-18;9A;CSOKI;1;420
2026-09-18;9A;KAKAÓ;1;450
2026-09-18;9A;MÜZLISZELET;2;360
2026-09-18;9A;SZENDVICS;3;850
2026-09-18;9A;SZENDVICS;1;850
2026-09-18;9A;SZENDVICS;1;850
2026-09-18;9A;TEA;2;400
2026-09-18;9A;ÁSVÁNYVÍZ;2;350
2026-09-18;9B;ALMALÉ;1;500
2026-09-18;9B;PÉKSÜTEMÉNY;2;390
2026-09-18;9B;PÉKSÜTEMÉNY;1;390
2026-09-18;9B;PÉKSÜTEMÉNY;2;390
2026-09-18;9B;SZENDVICS;2;850
2026-09-18;9B;ÁSVÁNYVÍZ;1;350
2026-09-18;9C;CSOKI;1;420
2026-09-18;9C;CSOKI;1;420
2026-09-18;9C;PÉKSÜTEMÉNY;1;390
2026-09-21;10A;MÜZLISZELET;1;360
2026-09-21;10A;PÉKSÜTEMÉNY;1;390
2026-09-21;10B;PÉKSÜTEMÉNY;1;390
2026-09-21;10C;JOGHURT;3;480
2026-09-21;10C;PÉKSÜTEMÉNY;1;390
2026-09-21;10C;SZENDVICS;2;850
2026-09-21;10C;ÁSVÁNYVÍZ;1;350
2026-09-21;11A;TEA;1;400
2026-09-21;11B;PÉKSÜTEMÉNY;2;390
2026-09-21;11B;SZENDVICS;1;850
2026-09-21;11C;SZENDVICS;1;850
2026-09-21;11C;ÁSVÁNYVÍZ;2;350
2026-09-21;12A;ALMALÉ;2;500
2026-09-21;12A;CSOKI;1;420
2026-09-21;12A;PÉKSÜTEMÉNY;2;390
2026-09-21;12B;JOGHURT;1;480
2026-09-21;12B;PÉKSÜTEMÉNY;1;390
2026-09-21;12B;SZENDVICS;1;850
2026-09-21;12C;ÁSVÁNYVÍZ;1;350
2026-09-21;9A;ALMALÉ;3;500
2026-09-21;9A;MÜZLISZELET;1;360
2026-09-21;9A;SZENDVICS;1;850
2026-09-21;9B;ALMALÉ;1;500
2026-09-21;9B;ALMALÉ;1;500
2026-09-21;9B;CSOKI;3;420
2026-09-21;9B;JOGHURT;1;480
2026-09-21;9B;ÁSVÁNYVÍZ;3;350
2026-09-21;9C;CSOKI;1;420
2026-09-21;9C;JOGHURT;1;480
2026-09-22;10A;CSOKI;2;420
2026-09-22;10A;MÜZLISZELET;1;360
2026-09-22;10A;PÉKSÜTEMÉNY;2;390
2026-09-22;10A;SZENDVICS;1;850
2026-09-22;10A;ÁSVÁNYVÍZ;2;350
2026-09-22;10B;PÉKSÜTEMÉNY;1;390
2026-09-22;10B;TEA;1;400
2026-09-22;10C;JOGHURT;1;480
2026-09-22;10C;JOGHURT;2;480
2026-09-22;11B;CSOKI;2;420
2026-09-22;11B;PÉKSÜTEMÉNY;2;390
2026-09-22;11B;SZENDVICS;1;850
2026-09-22;11C;CSOKI;1;420
2026-09-22;11C;KAKAÓ;1;450
2026-09-22;11C;KAKAÓ;3;450
2026-09-22;11C;PÉKSÜTEMÉNY;2;390
2026-09-22;11C;PÉKSÜTEMÉNY;2;390
2026-09-22;11C;TEA;1;400
2026-09-22;12A;SZENDVICS;1;850
2026-09-22;12B;ALMALÉ;3;500
2026-09-22;12B;KAKAÓ;1;450
2026-09-22;12B;SZENDVICS;1;850
2026-09-22;12C;PÉKSÜTEMÉNY;2;390
2026-09-22;9A;CSOKI;2;420
2026-09-22;9A;KAKAÓ;2;450
2026-09-22;9A;KAKAÓ;1;450
2026-09-22;9A;ÁSVÁNYVÍZ;1;350
2026-09-22;9B;TEA;1;400
2026-09-22;9B;ÁSVÁNYVÍZ;1;350
2026-09-22;9B;ÁSVÁNYVÍZ;1;350
2026-09-22;9C;ALMALÉ;1;500
2026-09-22;9C;ÁSVÁNYVÍZ;1;350
2026-09-23;10A;ALMALÉ;4;500
