2025-09-24;1167;B151;2025-10-14
2025-09-24;1035;B068;2025-10-29
2025-09-24;1147;B072;2025-10-24
2025-09-25;1070;B003;2025-10-21
2025-09-25;1030;B054;2025-10-22
2025-09-25;1115;B057;2025-10-28
2025-09-25;1093;B060;2025-10-11
2025-09-25;1029;B032;2025-10-12
2025-09-25;1155;B120;2025-10-29
2025-09-25;1009;B098;2025-10-29
2025-09-26;1161;B060;2025-10-23
2025-09-26;1135;B094;2025-10-18
2025-09-26;1122;B003;2025-10-17
2025-09-26;1101;B136;2025-10-08
2025-09-26;1172;B099;2025-10-09
2025-09-26;1017;B083;2025-10-10
2025-09-26;1052;B041;2025-10-07
2025-09-26;1107;B166;2025-10-07
2025-09-26;1145;B053;2025-10-14
2025-09-26;1022;B163;2025-10-30
2025-09-26;1125;B104;2025-10-25
2025-09-26;1117;B173;2025-10-26
2025-09-26;1169;B077;2025-10-06
2025-09-26;1032;B142;2025-10-05
2025-09-26;1117;B153;2025-10-27
2025-09-26;1059;B102;2025-10-04
2025-09-29;1167;B093;2025-10-30
2025-09-29;1044;B153;2025-10-16
2025-09-29;1063;B122;2025-10-27
2025-09-29;1131;B046;2025-10-18
2025-09-29;1175;B062;2025-10-23
2025-09-29;1069;B104;2025-10-19
2025-09-30;1081;B042;2025-11-03
2025-09-30;1009;B165;2025-10-29
2025-09-30;1148;B134;2025-10-16
2025-10-01;1109;B147;2025-10-15
2025-10-01;1063;B079;2025-10-26
2025-10-01;1025;B029;2025-10-13
2025-10-02;1003;B100;2025-10-17
2025-10-03;1165;B130;2025-10-22
2025-10-03;1108;B036;2025-10-20
2025-10-03;1036;B119;2025-10-29
2025-10-03;1012;B068;2025-10-11
2025-10-03;1162;B066;2025-11-05
2025-10-03;1018;B053;2025-10-16
2025-10-03;1050;B120;2025-10-11
2025-10-03;1071;B043;2025-11-01
2025-10-03;1065;B015;2025-10-21
2025-10-03;1056;B023;2025-10-27
2025-10-03;1067;B099;2025-10-16
2025-10-03;1163;B075;2025-10-26
2025-10-03;1178;B069;2025-10-26
2025-10-03;1037;B130;2025-11-06
2025-10-06;1036;B152;2025-11-09
2025-10-06;1138;B038;2025-10-20
2025-10-06;1040;B147;2025-11-03
2025-10-07;1162;B106;2025-11-07
2025-10-08;1075;B032;2025-11-08
2025-10-08;1034;B065;2025-11-06
2025-10-09;1171;B019;2025-10-16
2025-10-09;1082;B121;2025-11-09
2025-10-09;1044;B142;2025-10-28
2025-10-09;1124;B009;2025-11-13
2025-10-10;1166;B030;2025-11-12
2025-10-10;1067;B162;2025-11-10
2025-10-10;1150;B060;2025-10-27
2025-10-10;1096;B051;2025-10-18
2025-10-10;1173;B100;2025-11-02
2025-10-10;1089;B148;2025-10-22
2025-10-10;1139;B130;2025-10-30
2025-10-10;1037;B113;2025-11-03
2025-10-10;1079;B153;2025-10-31
2025-10-10;1080;B079;2025-11-01
2025-10-10;1130;B173;2025-10-23
2025-10-10;1090;B054;2025-11-05
2025-10-10;1148;B158;2025-10-17
2025-10-10;1123;B083;2025-11-14
2025-10-10;1065;B041;2025-11-11
2025-10-13;1155;B111;2025-10-27
2025-10-13;1014;B129;2025-11-04
2025-10-13;1021;B007;2025-11-13
2025-10-13;1163;B128;2025-10-31
2025-10-13;1103;B010;2025-10-30
2025-10-13;1002;B105;2025-10-31
2025-10-13;1073;B154;2025-10-25
2025-10-14;1102;B084;2025-10-26
2025-10-14;1010;B176;2025-11-10
2025-10-14;1067;B160;2025-11-04
2025-10-14;1055;B098;2025-11-04
2025-10-14;1123;B080;2025-10-31
2025-10-14;1015;B113;2025-11-14
2025-10-15;1167;B180;2025-11-06
2025-10-15;1001;B003;2025-11-02
2025-10-16;1147;B055;2025-11-08
2025-10-16;1026;B050;2025-11-09
2025-10-16;1041;B099;2025-10-28
2025-10-16;1039;B140;2025-10-30
2025-10-17;1137;B137;2025-11-07
2025-10-17;1021;B123;2025-11-14
2025-10-17;1169;B075;2025-11-13
2025-10-17;1021;B140;2025-11-07
2025-10-17;1108;B103;2025-11-09
2025-10-17;1031;B172;2025-11-16
2025-10-17;1065;B117;2025-11-16
2025-10-17;1005;B016;2025-11-21
2025-10-17;1089;B100;2025-10-24
2025-10-17;1160;B084;2025-11-10
2025-10-20;1176;B077;2025-11-01
2025-10-20;1151;B057;2025-11-05
2025-10-20;1066;B127;2025-11-17
2025-10-21;1152;B141;2025-11-04
2025-10-21;1037;B105;2025-11-16
2025-10-21;1102;B040;2025-10-31
2025-10-22;1029;B037;2025-11-05
2025-10-22;1045;B109;2025-10-29
2025-10-22;1045;B056;2025-11-06
2025-10-22;1013;B158;2025-11-26
2025-10-22;1156;B130;2025-10-31
2025-10-22;1177;B152;2025-11-04
2025-10-22;1138;B072;2025-11-25
2025-10-22;1127;B127;2025-10-31
2025-10-22;1159;B163;2025-11-12
2025-10-23;1096;B048;2025-11-08
2025-10-23;1135;B098;2025-11-12
2025-10-23;1045;B017;2025-11-15
2025-10-23;1006;B108;2025-11-02
2025-10-24;1104;B125;2025-11-13
2025-10-24;1083;B005;2025-11-13
2025-10-24;1047;B049;2025-11-12
2025-10-24;1118;B180;2025-11-27
2025-10-24;1154;B177;2025-11-04
2025-10-24;1113;B010;2025-11-12
2025-10-24;1023;B033;2025-11-21
2025-10-24;1150;B126;2025-11-25
2025-10-24;1014;B124;2025-11-18
2025-10-24;1145;B111;2025-11-15
2025-10-27;1085;B075;2025-11-21
2025-10-27;1150;B021;2025-11-22
2025-10-27;1019;B118;2025-11-16
2025-10-27;1072;B140;2025-11-30
2025-10-27;1097;B118;2025-11-14
2025-10-27;1102;B050;2025-11-29
2025-10-27;1134;B025;2025-11-28
2025-10-27;1080;B047;2025-11-12
2025-10-28;1109;B147;2025-11-27
2025-10-28;1122;B171;2025-11-22
2025-10-29;1112;B062;2025-11-13
2025-10-29;1154;B048;2025-11-19
2025-10-29;1115;B179;2025-11-23
2025-10-29;1153;B116;2025-11-26
2025-10-30;1177;B173;2025-11-22
2025-10-30;1149;B162;2025-11-30
2025-10-31;1164;B106;2025-11-14
2025-10-31;1123;B169;2025-11-14
2025-10-31;1067;B118;2025-12-02
2025-10-31;1158;B159;2025-11-22
2025-10-31;1050;B106;2025-11-12
2025-11-03;1115;B078;2025-11-18
2025-11-03;1143;B090;2025-12-02
2025-11-04;1169;B136;2025-11-28
2025-11-05;1001;B049;2025-11-22
2025-11-05;1051;B043;2025-11-14
2025-11-06;1044;B032;2025-11-20
2025-11-06;1090;B019;2025-12-01
2025-11-06;1012;B031;2025-12-10
2025-11-07;1083;B088;2025-12-03
2025-11-07;1028;B126;2025-11-17
2025-11-07;1167;B044;2025-12-04
2025-11-07;1142;B085;2025-11-24
2025-11-07;1100;B063;2025-11-26
2025-11-07;1142;B161;2025-11-28
2025-11-07;1045;B091;2025-11-25
2025-11-07;1137;B138;2025-11-20
2025-11-07;1043;B008;2025-11-16
2025-11-07;1139;B121;2025-12-02
2025-11-07;1120;B082;2025-12-04
2025-11-10;1173;B163;2025-11-30
2025-11-10;1152;B006;2025-12-15
2025-11-10;1169;B179;2025-11-19
2025-11-11;1023;B171;2025-11-28
2025-11-11;1056;B176;2025-12-08
2025-11-12;1155;B060;2025-11-25
2025-11-13;1136;B002;2025-11-30
2025-11-14;1088;B163;2025-11-21
2025-11-14;1175;B150;2025-11-24
2025-11-14;1153;B030;2025-12-12
2025-11-14;1076;B001;2025-12-03
2025-11-14;1014;B050;2025-12-14
2025-11-14;1157;B090;2025-11-23
2025-11-14;1152;B043;2025-12-02
2025-11-14;1011;B073;2025-12-08
2025-11-14;1132;B145;2025-12-16
2025-11-14;1145;B116;2025-12-17
2025-11-17;1015;B038;2025-12-05
2025-11-17;1061;B038;2025-12-11
2025-11-18;1038;B083;2025-12-19
2025-11-18;1101;B011;2025-12-14
2025-11-18;1129;B094;2025-12-18
2025-11-18;1059;B035;2025-12-07
2025-11-20;1171;B150;2025-12-12
2025-11-20;1158;B147;2025-11-28
2025-11-21;1107;B127;2025-12-04
2025-11-21;1004;B151;2025-12-17
2025-11-21;1131;B029;2025-12-24
2025-11-21;1154;B092;2025-12-21
2025-11-21;1135;B043;2025-12-20
2025-11-21;1129;B180;2025-12-17
2025-11-21;1021;B078;2025-11-29
2025-11-25;1103;B092;2025-12-07
2025-11-25;1109;B066;2025-12-30
2025-11-25;1124;B015;2025-12-14
2025-11-25;1146;B089;2025-12-09
2025-11-25;1085;B115;2025-12-05
2025-11-25;1058;B130;2025-12-17
2025-11-25;1178;B031;2025-12-17
2025-11-25;1123;B098;2025-12-15
2025-11-27;1033;B132;2025-12-09
2025-11-27;1030;B100;2025-12-11
2025-11-27;1070;B025;2025-12-26
2025-11-28;1061;B028;2025-12-12
2025-11-28;1019;B013;2026-01-01
2025-11-28;1180;B028;2025-12-19
2025-11-28;1010;B163;2025-12-10
2025-11-28;1097;B078;2025-12-21
2025-11-28;1080;B041;2025-12-08
2025-11-28;1072;B038;2025-12-09
2025-12-01;1107;B027;2025-12-21
2025-12-01;1144;B112;2025-12-10
2025-12-01;1056;B138;2025-12-14
2025-12-01;1136;B081;2025-12-18
2025-12-01;1135;B125;2025-12-17
2025-12-01;1077;B168;2025-12-26
2025-12-02;1160;B175;2025-12-10
2025-12-02;1134;B115;2025-12-26
2025-12-02;1056;B118;2025-12-09
2025-12-02;1053;B073;2025-12-31
2025-12-02;1052;B174;2025-12-13
2025-12-02;1148;B048;2025-12-24
2025-12-02;1011;B059;2026-01-01
2025-12-03;1171;B089;2025-12-13
2025-12-03;1068;B004;2025-12-23
2025-12-03;1167;B105;2025-12-12
2025-12-03;1139;B143;2025-12-26
2025-12-04;1109;B111;2025-12-24
2025-12-04;1144;B025;2025-12-20
2025-12-04;1156;B157;2025-12-13
2025-12-04;1083;B143;2026-01-08
2025-12-05;1141;B165;2025-12-31
2025-12-05;1140;B028;2025-12-25
2025-12-05;1070;B105;2025-12-18
2025-12-05;1143;B119;2025-12-15
2025-12-05;1131;B005;2026-01-02
2025-12-05;1102;B140;2025-12-16
2025-12-05;1023;B147;2025-12-22
2025-12-05;1170;B009;2025-12-25
2025-12-08;1006;B023;2026-01-01
2025-12-08;1076;B024;2025-12-17
2025-12-09;1115;B165;2025-12-28
2025-12-09;1022;B134;2026-01-12
2025-12-09;1108;B031;2026-01-10
2025-12-09;1162;B070;2025-12-31
2025-12-10;1006;B035;2026-01-11
2025-12-10;1146;B012;2026-01-08
2025-12-10;1140;B135;2026-01-01
2025-12-10;1057;B095;2025-12-31
2025-12-11;1110;B125;2025-12-25
2025-12-11;1063;B083;2025-12-26
2025-12-11;1123;B150;2025-12-28
2025-12-12;1166;B077;2025-12-26
2025-12-12;1056;B001;2025-12-28
2025-12-12;1082;B099;2025-12-29
2025-12-12;1077;B173;2026-01-04
2025-12-12;1024;B053;2025-12-30
2025-12-12;1051;B077;2026-01-05
2025-12-12;1149;B003;2026-01-07
2025-12-12;1042;B060;2025-12-25
2025-12-15;1070;B105;2026-01-12
2025-12-15;1173;B026;2026-01-04
2025-12-15;1146;B145;2026-01-19
2025-12-16;1093;B166;2026-01-01
2025-12-16;1143;B065;2026-01-02
2025-12-16;1095;B157;2026-01-20
2025-12-16;1001;B076;2026-01-12
2025-12-16;1167;B054;2025-12-24
2025-12-17;1031;B163;2026-01-10
2025-12-17;1088;B059;2026-01-21
2025-12-17;1011;B112;2026-01-21
2025-12-17;1164;B079;2025-12-31
2025-12-17;1093;B152;2026-01-07
2025-12-17;1076;B130;2026-01-03
2025-12-18;1162;B176;2026-01-21
2025-12-18;1155;B166;2026-01-08
2025-12-19;1105;B061;2026-01-08
2025-12-19;1080;B164;2026-01-06
2025-12-19;1014;B155;2026-01-02
2025-12-19;1135;B067;2026-01-20
2025-12-19;1100;B084;2026-01-08
2025-12-19;1131;B005;2026-01-01
2025-12-19;1164;B015;2026-01-21
2025-12-19;1040;B063;2026-01-06
2025-12-19;1079;B170;2026-01-14
2025-12-19;1143;B063;2026-01-22
2025-12-19;1159;B171;2026-01-05
2025-12-19;1047;B096;2026-01-16
2025-12-19;1133;B034;2026-01-08
2025-12-22;1163;B114;2026-01-11
2025-12-22;1019;B023;2025-12-30
2025-12-22;1177;B117;2026-01-20
2025-12-22;1007;B096;2026-01-09
2025-12-22;1113;B062;2026-01-09
2025-12-22;1087;B155;2026-01-12
2025-12-24;1136;B050;2026-01-17
2025-12-24;1080;B084;2026-01-20
2025-12-25;1092;B022;2026-01-18
2025-12-25;1046;B068;2026-01-19
2025-12-25;1070;B137;2026-01-21
2025-12-26;1013;B068;2026-01-24
2025-12-26;1049;B105;2026-01-21
2025-12-26;1136;B143;2026-01-18
2025-12-26;1159;B040;2026-01-07
2025-12-26;1001;B008;2026-01-10
2025-12-26;1103;B059;2026-01-24
2025-12-26;1138;B099;2026-01-04
2025-12-26;1125;B088;2026-01-11
2025-12-26;1036;B170;2026-01-27
2025-12-26;1092;B163;2026-01-08
2025-12-26;1074;B158;2026-01-10
2025-12-26;1094;B161;2026-01-15
2025-12-26;1156;B175;2026-01-02
2025-12-26;1163;B162;2026-01-19
2025-12-26;1065;B072;2026-01-14
2025-12-26;1175;B001;2026-01-14
2025-12-29;1122;B105;2026-01-28
2025-12-29;1058;B126;2026-01-24
2025-12-29;1025;B081;2026-01-17
2025-12-29;1178;B060;2026-01-05
2025-12-29;1021;B164;2026-01-29
2025-12-30;1045;B009;2026-01-30
2025-12-31;1019;B053;2026-01-19
2025-12-31;1121;B152;2026-01-15
2025-12-31;1120;B097;2026-01-11
2025-12-31;1177;B143;2026-01-13
2026-01-01;1122;B100;2026-01-22
2026-01-01;1055;B168;2026-02-02
2026-01-01;1092;B032;2026-01-12
2026-01-02;1003;B157;2026-01-22
2026-01-02;1103;B077;2026-01-20
2026-01-02;1098;B154;2026-01-09
2026-01-02;1020;B121;2026-01-28
2026-01-02;1048;B061;2026-01-22
2026-01-02;1095;B002;2026-01-31
2026-01-02;1123;B098;2026-01-31
2026-01-02;1105;B144;2026-02-05
2026-01-02;1055;B142;2026-01-27
2026-01-02;1014;B151;2026-02-01
2026-01-02;1144;B044;2026-01-31
2026-01-02;1077;B029;2026-01-20
2026-01-02;1170;B019;2026-02-04
2026-01-02;1014;B037;2026-01-15
2026-01-05;1018;B154;2026-01-19
2026-01-05;1114;B106;2026-02-05
2026-01-06;1144;B046;2026-01-25
2026-01-06;1133;B166;2026-01-22
2026-01-06;1022;B086;2026-02-10
2026-01-07;1077;B063;2026-02-10
2026-01-07;1099;B025;2026-02-09
2026-01-07;1100;B081;2026-01-26
2026-01-07;1024;B017;2026-02-03
2026-01-07;1035;B032;2026-01-26
2026-01-08;1096;B057;2026-01-23
2026-01-08;1148;B123;2026-02-12
2026-01-08;1119;B117;2026-02-11
2026-01-08;1097;B147;2026-01-21
2026-01-09;1034;B121;2026-01-27
2026-01-09;1071;B082;2026-01-17
2026-01-09;1179;B026;2026-02-09
2026-01-09;1094;B108;2026-02-04
2026-01-09;1054;B121;2026-01-27
2026-01-09;1010;B130;2026-01-29
2026-01-09;1118;B032;2026-02-10
2026-01-09;1104;B131;2026-02-09
2026-01-09;1033;B156;2026-02-11
2026-01-09;1022;B163;2026-02-01
2026-01-09;1053;B010;2026-01-19
2026-01-09;1027;B058;2026-01-26
2026-01-09;1086;B115;2026-02-04
2026-01-09;1077;B049;2026-02-05
2026-01-12;1045;B099;2026-02-08
2026-01-12;1092;B067;2026-01-22
2026-01-12;1070;B107;2026-02-16
2026-01-12;1170;B134;2026-01-26
2026-01-13;1070;B153;2026-02-11
2026-01-13;1073;B027;2026-01-20
2026-01-13;1178;B138;2026-02-04
2026-01-14;1176;B176;2026-02-11
2026-01-14;1165;B078;2026-02-01
2026-01-14;1161;B169;2026-01-26
2026-01-14;1065;B136;2026-02-18
2026-01-15;1047;B148;2026-02-09
2026-01-15;1088;B040;2026-01-23
2026-01-16;1130;B051;2026-02-17
2026-01-16;1103;B119;2026-01-28
2026-01-16;1163;B089;2026-02-13
2026-01-16;1018;B154;2026-02-14
2026-01-16;1123;B162;2026-02-19
2026-01-16;1157;B105;2026-02-03
2026-01-16;1113;B114;2026-02-05
2026-01-16;1166;B163;2026-02-07
2026-01-16;1022;B055;2026-01-30
2026-01-16;1097;B096;2026-02-14
2026-01-16;1175;B007;2026-02-16
2026-01-19;1035;B141;2026-02-11
2026-01-20;1079;B101;2026-02-17
2026-01-20;1171;B115;2026-02-24
2026-01-20;1077;B025;2026-02-21
2026-01-20;1159;B139;2026-02-01
2026-01-20;1045;B031;2026-02-06
2026-01-21;1017;B086;2026-02-14
2026-01-21;1056;B155;2026-02-17
2026-01-21;1124;B175;2026-02-04
2026-01-22;1045;B155;2026-02-22
2026-01-22;1097;B016;2026-02-01
2026-01-22;1123;B032;2026-02-14
2026-01-22;1148;B084;2026-02-24
2026-01-23;1012;B043;2026-02-22
2026-01-23;1149;B158;2026-02-13
2026-01-23;1027;B080;2026-02-14
2026-01-23;1055;B161;2026-02-18
2026-01-23;1167;B062;2026-02-08
2026-01-26;1007;B179;2026-02-27
2026-01-26;1171;B098;2026-02-04
2026-01-26;1142;B008;2026-02-07
2026-01-27;1063;B041;2026-02-27
2026-01-27;1068;B088;2026-02-10
2026-01-27;1079;B019;2026-02-21
2026-01-28;1149;B150;2026-02-11
2026-01-29;1003;B047;2026-02-14
2026-01-30;1144;B059;2026-02-27
2026-01-30;1096;B133;2026-03-02
2026-01-30;1142;B070;2026-02-10
2026-01-30;1084;B024;2026-02-27
2026-01-30;1009;B034;2026-02-16
2026-01-30;1103;B023;2026-02-12
2026-01-30;1086;B048;2026-03-06
2026-01-30;1160;B147;2026-02-08
2026-01-30;1034;B087;2026-03-04
2026-01-30;1094;B070;2026-02-08
2026-02-02;1077;B101;2026-03-09
2026-02-02;1114;B001;2026-02-18
2026-02-02;1034;B094;2026-02-19
2026-02-03;1118;B179;2026-02-18
2026-02-03;1089;B092;2026-02-20
2026-02-03;1170;B081;2026-02-20
2026-02-04;1082;B016;2026-02-22
2026-02-04;1166;B125;2026-02-24
2026-02-04;1156;B106;2026-02-17
2026-02-04;1093;B149;2026-02-28
2026-02-04;1033;B072;2026-03-03
2026-02-04;1084;B078;2026-02-14
2026-02-04;1024;B035;2026-02-27
2026-02-04;1051;B162;2026-03-11
2026-02-05;1036;B171;2026-02-25
2026-02-05;1135;B110;2026-02-13
2026-02-05;1113;B106;2026-02-23
2026-02-05;1076;B003;2026-02-26
2026-02-05;1155;B043;2026-02-22
2026-02-06;1062;B040;2026-02-13
2026-02-06;1026;B063;2026-02-20
2026-02-06;1105;B063;2026-02-16
2026-02-06;1079;B004;2026-02-16
2026-02-06;1075;B069;2026-02-18
2026-02-06;1040;B121;2026-03-13
2026-02-06;1025;B101;2026-03-02
2026-02-06;1043;B127;2026-03-05
2026-02-06;1158;B059;2026-02-26
2026-02-06;1146;B093;2026-03-10
2026-02-10;1145;B138;2026-02-20
2026-02-10;1129;B056;2026-03-12
2026-02-10;1019;B092;2026-03-13
2026-02-10;1072;B074;2026-02-19
2026-02-11;1080;B163;2026-02-22
2026-02-11;1147;B088;2026-02-19
2026-02-11;1116;B068;2026-03-10
2026-02-12;1114;B056;2026-03-12
2026-02-12;1054;B062;2026-03-05
2026-02-13;1127;B177;2026-02-22
2026-02-13;1154;B025;2026-03-18
2026-02-13;1001;B168;2026-03-02
2026-02-13;1126;B110;2026-03-15
2026-02-13;1132;B090;2026-02-27
2026-02-13;1078;B157;2026-02-28
2026-02-13;1041;B097;2026-02-22
2026-02-13;1021;B180;2026-02-21
2026-02-13;1032;B020;2026-03-05
2026-02-16;1154;B058;2026-03-03
2026-02-16;1032;B066;2026-03-22
2026-02-16;1167;B096;2026-03-09
2026-02-17;1017;B072;2026-03-08
2026-02-17;1049;B021;2026-03-21
2026-02-17;1093;B133;2026-03-22
2026-02-17;1057;B033;2026-03-17
2026-02-18;1129;B058;2026-03-07
2026-02-18;1053;B102;2026-03-19
2026-02-18;1159;B079;2026-03-09
2026-02-20;1019;B112;2026-03-22
2026-02-20;1017;B116;2026-03-05
2026-02-20;1107;B071;2026-02-27
2026-02-20;1006;B148;2026-03-26
2026-02-20;1011;B149;2026-02-27
2026-02-20;1082;B141;2026-03-03
2026-02-20;1170;B147;2026-03-14
2026-02-20;1037;B015;2026-03-05
2026-02-20;1075;B042;2026-03-14
2026-02-20;1113;B138;2026-03-27
2026-02-20;1176;B021;2026-03-03
2026-02-20;1104;B079;2026-03-06
2026-02-23;1028;B113;2026-03-27
2026-02-23;1047;B172;2026-03-15
2026-02-23;1063;B124;2026-03-24
2026-02-23;1138;B162;2026-03-13
2026-02-23;1078;B160;2026-03-30
2026-02-24;1039;B047;2026-03-08
2026-02-24;1087;B100;2026-03-29
2026-02-24;1176;B085;2026-03-22
2026-02-24;1125;B154;2026-03-12
2026-02-24;1028;B050;2026-03-22
2026-02-24;1032;B007;2026-03-31
2026-02-24;1168;B034;2026-03-09
2026-02-25;1153;B159;2026-03-30
2026-02-25;1042;B144;2026-03-24
2026-02-25;1154;B021;2026-03-20
2026-02-26;1175;B141;2026-03-11
2026-02-27;1102;B090;2026-03-31
2026-02-27;1168;B141;2026-03-19
2026-02-27;1148;B008;2026-03-14
2026-02-27;1090;B075;2026-03-16
2026-02-27;1050;B159;2026-03-23
2026-02-27;1049;B115;2026-03-29
2026-02-27;1052;B077;2026-03-08
2026-02-27;1127;B034;2026-03-30
2026-02-27;1111;B035;2026-03-13
2026-02-27;1098;B082;2026-03-24
2026-02-27;1108;B088;2026-03-20
2026-02-27;1033;B061;2026-03-13
2026-03-02;1166;B008;2026-04-02
2026-03-02;1119;B119;2026-04-06
2026-03-02;1130;B039;2026-03-16
2026-03-02;1093;B051;2026-04-05
2026-03-02;1083;B167;2026-04-04
2026-03-03;1007;B023;2026-04-02
2026-03-03;1077;B123;2026-03-18
2026-03-03;1024;B105;2026-03-25
2026-03-04;1149;B077;2026-04-05
2026-03-05;1074;B045;2026-03-21
2026-03-05;1108;B020;2026-03-14
2026-03-05;1090;B080;2026-04-09
2026-03-06;1105;B174;2026-04-06
2026-03-06;1096;B090;2026-03-30
2026-03-06;1149;B061;2026-04-03
2026-03-06;1173;B092;2026-04-04
2026-03-06;1144;B040;2026-03-25
2026-03-06;1071;B132;2026-03-13
2026-03-06;1140;B060;2026-04-06
2026-03-06;1132;B163;2026-03-31
2026-03-09;1114;B097;2026-03-30
2026-03-09;1148;B119;2026-04-08
2026-03-09;1102;B123;2026-04-05
2026-03-10;1104;B010;2026-03-20
2026-03-10;1130;B127;2026-03-21
2026-03-11;1157;B070;2026-04-08
2026-03-11;1005;B135;2026-04-07
2026-03-11;1051;B069;2026-04-15
2026-03-11;1001;B124;2026-03-31
2026-03-11;1144;B147;2026-03-21
2026-03-11;1120;B011;2026-04-11
2026-03-12;1122;B013;2026-04-16
2026-03-12;1093;B122;2026-03-22
2026-03-13;1139;B127;2026-04-14
2026-03-13;1134;B063;2026-04-06
2026-03-13;1046;B127;2026-04-02
2026-03-13;1142;B144;2026-04-13
2026-03-13;1176;B038;2026-04-07
2026-03-13;1111;B150;2026-04-10
2026-03-13;1154;B086;2026-03-22
2026-03-13;1063;B060;2026-03-23
2026-03-13;1165;B098;2026-04-11
2026-03-13;1159;B146;2026-04-13
2026-03-13;1038;B008;2026-04-05
2026-03-13;1089;B109;2026-04-11
2026-03-13;1003;B072;2026-04-04
2026-03-13;1002;B085;2026-03-22
2026-03-13;1145;B067;2026-04-11
2026-03-16;1141;B038;2026-04-14
2026-03-17;1176;B041;2026-04-06
2026-03-17;1144;B067;2026-03-27
2026-03-18;1097;B009;2026-04-03
2026-03-18;1026;B005;2026-03-27
2026-03-18;1077;B168;2026-04-04
2026-03-18;1065;B146;2026-03-26
2026-03-19;1085;B161;2026-04-21
2026-03-19;1003;B051;2026-03-26
2026-03-20;1060;B147;2026-04-15
2026-03-20;1127;B003;2026-04-21
2026-03-20;1001;B115;2026-04-13
2026-03-20;1119;B003;2026-04-10
2026-03-20;1065;B139;2026-04-21
2026-03-20;1083;B036;2026-04-15
2026-03-20;1080;B077;2026-03-30
2026-03-23;1164;B042;2026-04-13
2026-03-23;1146;B020;2026-04-24
2026-03-23;1013;B061;2026-04-19
2026-03-23;1137;B108;2026-04-05
2026-03-23;1036;B088;2026-04-04
2026-03-23;1071;B136;2026-04-14
2026-03-23;1137;B165;2026-03-30
